address,zip
12224 SW 220 ST,33170
9100 SW 112 ST,33176
22900 SW 122 PL,33170
13319 SW 284 ST,33033
18375 SW 295 ST,33030
8400 NW 27 AVE,33147
1035 NE 203 TER,33179
2555 NE 214 ST,33180
8290 SW 40 ST 103,33155
2335 NE 186 ST,33180
11750 SW 94 ST,33186
16201 SW 148 AVE,33027
1985 NW 53 ST,33142
2335 NE 186 ST,33180
19463 SW 340 ST,33034
19873 SW 322 ST,33030
13241 SW 190 TER,34432
19617 NE 14 AVE,33179
11958 SW 122 PL,33186
2335 NE 186 ST,33180
18750 SW 169 AVE,33187
10731 SW 120 ST,33176
2751 NW 84 ST,33147
19821 NE 10 CT,33179
2500 NW 72 AVE,33122
15549 SW 280 ST,33032
13254 SW 144 TER,33186
9015 NE 10 AVE,33138
2421 NE 201 ST,33180
2335 NE 186 ST,33180
1400 NW 121 AVE UNIT #100,33182
2335 NE 186 ST,33180
11172 SW 153 CT,33196
4925 NW 186 ST,33055
8789 SW 117 AVE,33183
8371 SW 5 ST,34974
11395 SW 88 AVE,33176
13841 SW 252 ST,33032
11130 SW 88 ST UNIT #100,33176
14604 SW 98 TER,33186
2335 NE 186 ST,33180
10731 SW 120 ST,33176
11501 SW 57 ST,33330
15601 SW 280 ST,33032
2335 NE 186 ST,33180
13266 SW 189 TER,34432
19450 NW 87 PL,33018
17995 SW 158 ST,33187
27475 SW 161 CT,33033
12474 SW 128 ST,33186
19450 NW 87 PL,33018
13232 SW 188 TER,33177
2335 NE 186 ST,33180
12105 SW 114 PL,33176
12685 SW 200 ST,33177
2500 SW 107 AVE UNIT #26,33165
8701 NW 17 AVE,33147
16800 SW 162 AVE,32622
12050 NW 28 AVE,33496
14685 DUNBAR DR,33176
11740 SW 88 ST,33186
2335 NE 186 ST,33180
14328 SW 103 TER,33186
22920 SW 122 PL,33170
4700 SW 74 AVE,33155
8900 N KENDALL DR,33176
5888 SW 29 ST,33025
20212 SW 128 CT,33177
641 SW 93 CT,33174
2335 NE 186 ST,33180
11670 NW 105 ST,32626
710 NE 160 ST,32693
13240 SW 220 ST,33170
8789 SW 117 AVE,33183
17995 SW 158 ST,33187
29220 IDAHO RD,33033
20125 SKOKIE DR,33015
2335 NE 186 ST,33180
2500 NW 72 AVE,33122
16201 SW 148 AVE,33027
2500 NW 72 AVE,33122
10391 SW 186 ST,33157
26945 SW 142 CT,33032
450 NE 116 ST,33161
7135 SW 117 AVE,33183
5406 NW 72 AVE,33166
13620 NW 9 TER,33182
19694 NE 23 CT,33180
8441 SW 84 TER,33143
7004 SW 40 ST,33155
19501 NE 19 AVE,33179
2410 NE 195 ST,33180
14604 SW 98 TER,33186
13841 SW 252 ST,33032
14992 SW 21 TER,34473
7920 NW 175 ST,33015
2335 NE 186 ST,33180
1117 SW 141 AVE,33027
23238 SW 119 AVE,32618
7695 SW 98 ST,33156
15532 SW 71 ST,33193
13841 SW 252 ST,33032
6855 SW 81 ST,32608
12224 SW 220 ST,33170
19423 SW 338 ST,33034
1000 QUAYSIDE TER,33138
11247 SW 247 TER,33032
2410 NE 195 ST,33180
2421 NE 201 ST,33180
12224 SW 220 ST,33170
8888 SW 131 CT 304,33186
13841 SW 252 ST,33032
2000 TOWERSIDE TER,33138
19423 SW 338 ST,33034
2335 NE 186 ST,33180
12224 SW 220 ST,33170
2335 NE 186 ST,33180
18267 NE 4 CT,33162
10460 SW 64 ST,33173
10370 SW 173 TER,33157
16514 SW 104 CT,33157
13841 SW 252 ST,33032
4000 TOWERSIDE TER,33138
4712 NW 173 DR,33055
4231 SW 10 ST,33442
8225 SW 116 TER,33156
13730 SW 112 CT,33176
7004 SW 40 ST,33155
9100 SW 112 ST,33176
7804 SW 129 CT,33183
14730 NE 14 AVE,33161
17113 SW 149 PL,33187
13841 SW 252 ST,33032
1400 NW 121 AVE UNIT #100,33182
1 MIA 5300 NW 36 ST,33166
17113 SW 149 PL,33187
1251 NE 108 ST 807,33161
2335 NE 186 ST,33180
4000 TOWERSIDE TER,33138
6715 NW 36 ST 500,33166
1035 NE 203 TER,33179
120 NW 129 AVE,33182
1 MIA 5300 NW 36 ST,33166
4837 SW 135 CT,33175
5890 NW 173 DR,33015
19450 NW 87 PL,33018
2305 NE 192 ST,33180
13841 SW 252 ST,33032
9015 SW 125 AVE,33186
2421 NE 201 ST,33180
9390 SW 99 ST,33176
9100 SW 112 ST,33176
5890 NW 173 DR,33015
930 NW 95 ST 6TH FL BOILER RM,33150
2335 NE 186 ST,33180
13841 SW 252 ST,33032
19821 NE 10 CT,33179
5890 NW 173 DR,33015
13954 SW 161 TER,33177
9470 SW 117 TER,33176
8940 SW 88 ST,33176
2501 SW 78 CT,33155
2335 NE 186 ST,33180
2055 SW 155 AVE,33027
10601 BISCAYNE BLVD,33138
1 OPF 14225 AVIATION DR,33014
13216 SW 190 TER,34432
13841 SW 252 ST,33032
5770 SW 153 CT,33193
7004 SW 40 ST,33155
16514 SW 104 CT,33157
1000 QUAYSIDE TER,33138
11500 LOUIS ST,33176
6125 SW 133 AVE,33175
22464 SW 109 PSGE,33170
10526 SW 8 ST,33174
13841 SW 252 ST,33032
6401 KENDALE LAKES DR,33183
2050 SW 154 AVE,33185
1000 QUAYSIDE TER,33138
2001 NE 211 ST,33179
2335 NE 186 ST,33180
5770 SW 153 CT,33193
2501 SW 78 CT,33155
13800 SW 264 ST,33032
30342 OLD DIXIE HWY,33033
1 OPF 14201 NW 42 AVE,33054
13841 SW 252 ST,33032
1 OPF 14201 NW 42 AVE,33054
19423 SW 338 ST,33034
2421 NE 201 ST,33180
6651 SW 137 CT,33183
2335 NE 186 ST,33180
13216 SW 188 TER,33177
3280 SW 137 AVE,33175
8365 SW 90 ST,34481
930 NW 95 ST 6TH FL BOILER RM,33150
19490 NE 14 CT,33179
22525 SW 162 AVE,33170
13841 SW 252 ST,33032
10601 BISCAYNE BLVD,33138
2335 NE 186 ST,33180
2501 SW 78 CT,33155
19522 SW 339 TER,33035
14530 SW 119 AVE,32618
7004 SW 40 ST,33155
13841 SW 252 ST,33032
1105 SW 70 AVE 1,33317
15061 SW 138 TER,33196
10731 SW 120 ST,33176
3480 NW 35 AVE,33309
16318 SW 67 TER,33193
16400 SW 147 AVE,33187
601 NE 107 ST,33161
13841 SW 252 ST,33032
1105 SW 70 AVE 1,33317
13800 SW 264 ST,33032
2335 NE 186 ST,33180
8940 SW 88 ST,33176
12805 BISCAYNE DR,33181
18265 NE 4 CT,33162
13841 SW 252 ST,33032
18600 NW 87 AVE,33015
7361 SW 56 ST,33155
10333 SW 126 ST,33176
22920 SW 130 AVE,33032
2421 NE 201 ST,33180
10200 SW 80 ST,33173
10601 BISCAYNE BLVD,33138
13841 SW 252 ST,33032
29800 OLD DIXIE HWY,33033
2335 NE 186 ST,33180
13319 SW 284 ST,33033
3208 NW 69 ST,33147
12920 SW 133 CT UNIT #11,33186
18812 NW 53 AVE,33055
2335 NE 186 ST,33180
18600 NW 87 AVE,33015
13334 SW 232 TER,33170
5010 SW 90 CT,33165
13841 SW 252 ST,33032
5415 NW 197 LN,33055
19830 NE 14 AVE,33179
10366 SW 173 TER,33157
15752 SW 145 TER,33196
13841 SW 252 ST,33032
18600 NW 87 AVE,33015
2335 NE 186 ST,33180
6699 SW 127 PATH,33183
13841 SW 252 ST,33032
2335 NE 186 ST,33180
10366 SW 173 TER,33157
12240 SW 81 TER,33183
2335 NE 186 ST,33180
1800 NE 114 ST 1908,33181
10366 SW 173 TER,33157
2970 NW 45 ST,33142
13272 SW 190 TER,33177
1970 NW 55 TER,32605
15850 SW 60 TER,33143
9820 SW 82 TER,33173
13731 S BISCAYNE RIVER DR,33161
13707 KENDALE LAKES CIR PH12,33183
11830 NW 3 AVE,33168
1876 NW 91 ST,33147
13273 SW 190 TER,34432
1 MIA BLDG 704,33142
12095 SW 18 TER 266,33175
14605 SW 63 TER,32608
13840 SW 285 TER,33033
19119 SW 344 TERR,33034
15141 SW 42 ST,33185
1MIAD SETELITE E AOA BUS STOP,
16820 NW 52 AVE,33055
630 NE 166 ST,33162
1 MIA BLDG 704,33142
10960 SW 42 TER,33165
14605 SW 63 TER,32608
14100 SW 136 ST,331865506
1936 NW 68 TER,33147
13272 SW 266 TER,33032
13311 SW 233 TER,33032
630 NE 166 ST,33162
14592 SW 129 ST,33186
14409 SW 157 PL,33196
2823 SW 149 AVE,33027
9470 SW 117 TER,33176
11971 SW 119 ST,33186
13162 SW 244 ST,33032
23340 SW 133 CT,33033
630 NE 166 ST,33162
13204 SW 228 ST,33170
8137 NW 199 TER,33015
14445 SW 299 TER,33033
1901 NW 83 TER,33147
11971 SW 119 ST,33186
15476 SW 62 TER,33193
3231 NW 48 TER,33313
630 NE 166 ST,33162
7711 FISHER ISLAND DR 7711,33109
30705 SW 192 CT,33030
30121 SW 149 CT,33033
1901 NW 83 TER,33147
11971 SW 119 ST,33186
5775 SW 149 PL,33193
35708 SW 178 CT,33030
7711 FISHER ISLAND DR 7711,33109
630 NE 166 ST,33162
930 NW 95 ST GROUND FLR BOILER RM,33150
14685 DUNBAR DR,33176
625 NE 150 ST,33161
8712 SW 132 ST,32618
10727 SW 123 PL,33186
7094 SW 117 AVE,33183
12960 SW 89 AVE,33176
1901 NW 83 TER,33147
10800 SW 211 ST,33189
6621 SW 137 CT,33183
2820 NW 95 TER,33147
11525 SW 88 AVE,33176
1 MIA BLDG 863,33142
11701 BISCAYNE BLVD,33181
1500 NW 121 AVE,33026
13900 SW 248 ST,33032
1330 NE 209 TER,33179
2355 NW 70 AVE 13,33317
1 FISHER ISLAND DR,33109
23041 SW 107 AVE,33170
11811 SW 168 ST,33177
13217 SW 189 TER,33177
27347 SW 133 CT,33032
21850 OLD DIXIE HWY,33455
1 MIA CC D LOST AND FOUND,
11830 NW 3 AVE,33168
1435 N CRUISE BLVD,33132
1435 N CRUISE BLVD,33132
2550 SW 114 AVE,33025
12181 SW 215 ST,33177
2720 SW 131 PL,33175
26185 SW 139 AVE,33032
6240 SW 86 ST,33143
9325 SW 82 AVE,33156
7930 SW 58 ST,33143
1350 NE 116 ST,33161
13016 SW 133 CT UNIT #9,33186
11850 SW 64 ST,33183
30683 SW 192 CT,33030
13955 SW 158 TER,33177
5280 SW 76 ST,34481
7601 NW 68 ST UNIT #110,33166
14604 SW 98 TER,33186
19625 NE 14 AVE,33179
16440 SW 102 PL,33157
6761 NW 199 TER,33015
15224 SW 108 CT,33157
6200 SW 49 ST,33155
9151 NW 32 AVE,33147
12960 SW 89 AVE,33176
30605 SW 192 CT,33030
1141 NW 123 CT 608,33182
35708 SW 178 CT,33030
12723 SW 213 ST,33177
1470 BAHAMA DR,32806
1280 NE 208 TER,33179
6621 SW 137 CT,33183
12755 SW 193 TER,33177
7937 FISHER ISLAND DR 7937,33109
1160 NE 112 ST,33161
601 NE 107 ST,33161
14605 SW 63 TER,32608
3507 NW 103 ST,33147
11701 BISCAYNE BLVD,33181
10421 MAHOGANY KEY CIR 204,33196
3350 NW 103 ST,33147
10240 SW 56 ST,33165
1595 SW 122 AVE 4-11,33184
15276 SW 146 AVE,33177
15002 SW 67 LN,33193
7855 SW 99 ST,33156
25380 SW 115 CT,33032
8405 HAMMOCKS BLVD,33193
8101 NW 185 ST,33015
1814 SW 100 AVE,34476
1435 N CRUISE BLVD,33132
1955 SW 123 CT,33175
9145 SW 166 AVE,33196
1 MIA BLDG 863,33142
17220 SW 300 ST,33030
22654 SW 109 PATH,33170
7055 SUNSET DR,33143
1 FISHER ISLAND DR,33109
1105 SW 70 AVE 1,33317
21850 OLD DIXIE HWY,33455
1435 N CRUISE BLVD,33132
13650 NE 2 CT,33161
6240 SW 86 ST,33143
8620 SW 112 ST,33156
9015 SW 125 AVE,33186
25871 SW 139 PATH,33032
11850 SW 64 ST,33183
7930 SW 58 ST,33143
13016 SW 133 CT UNIT #9,33186
7805 SW 122 AVE,33183
13241 SW 190 TER,34432
941 SW 73 PL,33144
28500 SW 142 AVE,33033
6700 SW 79 CT,34474
10220 SW 82 AVE,33156
14604 SW 98 TER,33186
12755 SW 193 TER,33177
12960 SW 89 AVE,33176
1117 SW 141 AVE,33027
5400 NW 75 CT,33024
19450 NW 87 PL,33018
11551 SW 93 ST,33176
7923 FISHER ISLAND DR 7923,33109
20 NW 1 AVE,33130
12095 SW 18 TER 266,33175
1405 SW 107 AVENUE SUITE 202C,33174
15225 SW 260 ST,33032
32205 SW 197 AVE,33030
11525 SW 88 AVE,33176
2554 SW 122 CT,33175
18725 SW 218 ST,33170
1814 SW 100 AVE,34476
23401 SW 153 CT,33032
7094 SW 117 AVE,33183
11701 BISCAYNE BLVD,33181
5911 NW 173 DR UNIT #26,33015
25225 SW 134 AVE,33032
21850 OLD DIXIE HWY,33455
601 NE 107 ST,33161
6240 SW 86 ST,33143
15579 SW 276 TER,33031
1403 NE 167 ST,33162
26185 SW 139 AVE,33032
9145 SW 166 AVE,33196
1435 N CRUISE BLVD,33132
16713 NW 57 AVE,33055
5530 NW 32 CT,33309
6320 NW 200 ST,33015
19802 NW 67 CT,33015
11270 SW 187 ST,33157
17851 SW 359 TER,33034
32211 SW 194 CT,33030
19538 SW 339 TER,33035
16900 S DIXIE HWY,33157
1 OPF 14225 AVIATION DR,33014
19751 SW 124 CT,33177
1301 NE 204 TER,33179
1435 N CRUISE BLVD,33132
6211 SW 138 CT R,33183
1 FISHER ISLAND DR,33109
4005 NW 28 ST,32605
12755 SW 193 TER,33177
15850 SW 60 TER,33143
11432 SW 151 PATH,33196
12496 SW 128 ST BAY#105,
6700 SW 79 CT,34474
1611 NW 12 AVE,33136
1873 SW 138 AVE,33175
1105 SW 70 AVE 1,33317
240 NE 156 ST,33162
941 SW 73 PL,33144
1580 N CRUISE BLVD,33132
19741 NE 16 PL,32696
13690 SW 98 ST,33186
12960 SW 89 AVE,33176
20 NW 1 AVE,33130
10000 SW 37 ST,33165
6621 SW 137 CT,33183
2800 NW 125 ST,33167
19450 NW 87 PL,33018
3301 SW 139 AVE,33027
20826 SAN SIMEON WAY,33179
11525 SW 88 AVE,33176
12400 SW 128 ST UNIT #2,33186
12065 SW 248 ST,33032
25864 SW 139 PATH,33032
9145 SW 166 AVE,33196
8770 MILLS DR,33183
10083 SW 77 CT,32608
15579 SW 276 TER,33031
20892 SW 112 AVE,33189
7361 SW 56 ST,33155
7425 SW 42 ST,33155
2301 NW 90 ST,33147
28050 SW 158 AVE,33033
27510 SW 170 AVE,33031
13872 SW 88 ST,33186
19802 NW 67 CT,33015
21850 OLD DIXIE HWY,33455
14376 SW 139 CT #9,33186
25225 SW 134 AVE,33032
"1 MIAD LWR E ,SAT E",33142
15601 SW 280 ST,33032
19103 SW 132 PL,33186
2335 NE 186 ST,33180
6700 SW 79 CT,34474
12960 SW 89 AVE,33176
15579 SW 276 TER,33031
20826 SAN SIMEON WAY,33179
14592 SW 129 ST,33186
9390 SW 99 ST,33176
20500 HIGHLAND LAKES BLVD,33179
14440 SW 149 TER,33186
,
12960 SW 89 AVE,33176
15579 SW 276 TER,33031
15583 SW 277 ST,33032
1 MIA BLDG 723,
1435 N CRUISE BLVD,33132
20500 HIGHLAND LAKES BLVD,33179
10314 SW 129 CT,33186
,
19570 SW 339 TER,33035
685 NW 133 CT,33182
2152 NW 48 ST,33142
2976 NW 45 ST,33142
13242 SW 266 TER,33032
9145 SW 166 AVE,33196
1403 NE 167 ST,33162
12496 SW 128 ST BAY #105,
2820 NW 95 TER,33147
1166 SW 140 PL,33184
2152 NW 48 ST,33142
1901 NW 83 TER,33147
8401 SW 102 ST,33156
23300 SW 88 AVE,33032
2656 SW 144 PL,33186
9410 SW 29 TER,34473
2328 NW 105 ST,33147
15761 SW 42 TER,33185
2823 SW 149 AVE,33027
1435 N CRUISE BLVD,33132
1765 NW 121 ST,33071
1340 NW 103 ST,33147
7425 SW 42 ST,33155
6240 SW 86 ST,33143
1595 SW 122 AVE 4-12,33184
8620 SW 112 ST,33156
32205 SW 197 AVE,33030
4941 SW 80 ST,34476
2080 NW 75 ST,33147
18821 SW 318 TER,33030
1 FISHER ISLAND DR,33109
1166 SW 140 PL,33184
13872 SW 88 ST,33186
19450 NW 87 PL,33018
1611 NW 12 AVE,33136
2550 SW 114 AVE,33025
17772 NW 59 AVE,32058
12201 SW 148 ST 401,33186
6621 SW 137 CT,33183
8801 SW 142 AVE,33186
1 MIAD CC E SAT 4 FLOOR,33142
10314 SW 129 CT,33186
2335 NE 186 ST,33180
12540 SW 115 AVE,33025
13319 SW 284 ST,33033
6401 SW 73 CT,33143
14242 SW 30 ST,33027
130 NE 192 ST,32113
18911 SW 317 TER,33030
15549 SW 280 ST,33032
15579 SW 276 TER,33031
22421 SW 109 CT,33170
5550 NW 179 TER,33055
1166 SW 140 PL,33184
8570 SW 125 ST,33156
2301 NW 90 ST,33147
19733 NE 16 PL,32696
1 FISHER ISLAND DR,33109
11937 SW 38 TER,33175
15272 SW 104 ST,33196
12960 SW 89 AVE,33176
10240 SW 56 ST,33165
12341 SW 220 ST,33170
15579 SW 276 TER,33031
19495 SW 340 ST,33034
13272 SW 266 TER,33032
7667 NW 179 TER,33015
21390 SW 238 ST,33031
10601 BISCAYNE BLVD,33138
25225 SW 134 AVE,33032
10131 SW 46 ST,33165
19463 SW 340 ST,33034
2404 SW 104 CT,33165
16109 SW 155 AVE,33187
2550 SW 114 AVE,33025
10801 NE 13 AVE,33161
12464 NW 11 LANE,33182
625 NE 150 ST,33161
1611 NW 12 AVE,33136
21344 W DIXIE HWY,33180
14504 SW 143 PL,33186
1611 NW 12 AVE,33136
1435 N CRUISE BLVD,33132
2966 NW 45 ST,33142
4941 SW 80 ST,34476
15579 SW 276 TER,33031
1015 N AMERICAN WAY,33132
13242 SW 266 TER,33032
19802 NW 67 CT,33015
1600 NE 108 ST,33161
19554 SW 339 TER,33035
1166 SW 140 PL,33184
15061 SW 138 TER,33196
2335 NE 186 ST,33180
7204 SW 128 CT,33183
21850 OLD DIXIE HWY,33455
625 NE 150 ST,33161
10624 SW 68 TER,34476
4712 NW 173 DR,33055
35707 SW 178 CT,33030
12960 SW 89 AVE,33176
10131 SW 46 ST,33165
25225 SW 134 AVE,33032
22300 SW 162 AVE,33170
130 NE 192 ST,32113
15579 SW 276 TER,33031
9500 SW 25 DR,33165
11020 SW 165 TER,33157
11701 BISCAYNE BLVD,33181
1001 SW 142 CT,33184
27989 SW 133 AVE,33033
30683 SW 192 CT,33030
1611 NW 12 AVE,33136
625 NE 150 ST,33161
12930 SW 189 ST,33177
1 MIA CONCOURSE F 2 FLOOR,33142
11432 SW 151 PATH,33196
13354 SW 111 TER,33186
1611 NW 12 AVE,33136
10801 NE 13 AVE,33161
23521 SW 114 PL,33032
1435 N CRUISE BLVD,33132
13900 SW 248 ST,33032
18600 NW 87 AVE,33015
1015 N AMERICAN WAY,33132
2550 SW 114 AVE,33025
4941 SW 80 ST,34476
2520 SW 82 AVE,33155
11525 SW 88 AVE,33176
22295 SW 108 AVE,33170
35835 SW 179 PL,32618
1330 NE 209 TER,33179
2335 NE 186 ST,33180
21850 OLD DIXIE HWY,33455
14730 NW 10 AVE,33168
7930 SW 58 ST,33143
8831 SW 142 AVE,33186
17363 SW 267 LN,33031
19423 SW 340 ST,33034
14605 SW 63 TER,32608
25388 SW 108 AVE,33032
1021 NW 87 ST,33150
1000 QUAYSIDE TER,33138
1 MIAD CC E SAT 4 FLOOR,33142
39255 SW 217 AVE,33034
12960 SW 89 AVE,33176
1611 NW 12 AVE,33136
19119 SW 344 TERR,33034
2710 NW 35 ST,33142
300 NE 191 ST 218,33179
2550 SW 114 AVE,33025
19564 SW 324 ST,33030
2600 SW 137 AVE,33175
3051 SW 84 CT,33155
24750 SW 128 AVE,33170
7470 SW 152 AVE,33193
1055 SW 70 AVE 3,33317
1350 NE 116 ST,33161
24750 SW 128 AVE,33170
601 NE 107 ST,33161
1021 NW 87 ST,33150
14005 SW 278 ST,33032
2710 NW 35 ST,33142
8405 HAMMOCKS BLVD,33193
5400 NW 22 AVE,33142
10764 SW 110 TER,33176
"1 MIAD LWR E ,SAT E",33142
16301 SW 148 AVE,33027
24750 SW 128 AVE,33170
2404 SW 104 CT,33165
14325 SW 162 ST,33177
9021 SW 142 AVE 16,33186
2701 SW 142 AVE 53,33175
14330 SW 157 ST,33177
"1 MIAD LWR E ,SAT E",33142
7135 SW 117 AVE,33183
24750 SW 128 AVE,33170
1350 NE 116 ST,33161
8775 SW 96 ST,34481
9798 BIRD RD,33165
5946 SW 85 AVE,33143
14330 SW 157 ST,33177
"1 MIAD LWR E ,SAT E",33142
8441 SW 84 TER,33143
24750 SW 128 AVE,33170
1350 NE 116 ST,33161
7920 SW 58 ST,33143
9600 SW 160 ST D,33157
8405 HAMMOCKS BLVD,33193
581 NW 98 ST,33150
"1 MIAD LWR E ,SAT E",33142
13272 SW 190 TER,33177
24750 SW 128 AVE,33170
15460 SW 284 ST 4306,33033
18376 SW 138 CT,33177
7900 SW 98 TER,33156
6650 NW 177 TER,33015
581 NW 98 ST,33150
"1 MIAD LWR E ,SAT E",33142
15201 NE 6 AVE C110,33162
24750 SW 128 AVE,33170
20 NW 1 AVE,33130
8441 SW 84 TER,33143
5550 NW 179 TER,33055
1 QUAYSIDE BLVD,33138
16820 NW 52 AVE,33055
18550 SW 134 AVE,33177
15201 NE 6 AVE C110,33162
24750 SW 128 AVE,33170
15225 SW 260 ST,33032
5770 SW 56 ST,33155
7490 SW 152 AVE,33193
2900 SW 114 AVE,33173
6624 SW 69 AVE,33143
4231 SW 11 ST,33317
24750 SW 128 AVE,33170
20505 BUSWAY,
3110 SW 105 AVE,
24750 SW 128 AVE,33170
1 MIAD TERMINAL E-2ND LEVEL,33142
1 MIAD CC E SAT 4 FLOOR,33142
4801 SW 117 AVE,33175
601 NE 107 ST,33161
15201 NE 6 AVE C110,33162
8888 SW 131 CT 304,33186
6401 KENDALE LAKES DR,33183
2415 SW 102 PL,33165
12960 SW 89 AVE,33176
19300 SW 132 CT,33177
535 SW 87 PL,33174
6950 SW 24 ST,33155
12960 SW 89 AVE,33176
35779 SW 178 CT,33030
2710 NW 35 ST,33142
8950 SW 125 TER,33176
7470 SW 152 AVE,33193
24750 SW 128 AVE,33170
2710 NW 35 ST,33142
4520 SW 68 COURT CIR 30-5,
12960 SW 89 AVE,33176
27000 S DIXIE HWY,33032
2710 NW 35 ST,33142
15750 SW 105 TER B13B,33196
8136 SW 163 CT,33193
24750 SW 128 AVE,33170
2710 NW 35 ST,33142
16202 SW 147 PL,33193
12960 SW 89 AVE,33176
20050 BUSWAY,
24750 SW 128 AVE,33170
15750 SW 105 TER B13A,33196
2404 SW 104 CT,33165
30030 SW 150 CT,33033
3009 NW 75 AVE,33024
24750 SW 128 AVE,33170
2404 SW 104 CT,33165
6524 SW 148 PL,33193
12960 SW 89 AVE,33176
5531 SW 158 CT,33185
19447 SW 340 ST,33034
30030 SW 150 CT,33033
3225 SW 79 CT,34474
16109 SW 155 AVE,33187
19534 SW 324 ST,33030
14101 SW 44 ST,34481
12960 SW 89 AVE,33176
10011 SW 7 ST,33174
13430 SW 81 ST,32608
27510 SW 170 AVE,33031
24410 BUSWAY,
17401 NW 47 CT,33055
13430 SW 81 ST,32608
10465 SW 160 ST,34432
12960 SW 89 AVE,33176
9425 FONTAINEBLEAU BLVD 112,33172
9100 SW 112 ST,33176
1468 NE 118 ST,33161
2000 TOWERSIDE TER TS12,33138
11850 SW 64 ST,33183
5420 SW 157 AVE 4,33185
2152 NW 48 ST,33142
1611 NW 12 AVE,33136
2500 SW 92 CT,33165
1611 NW 12 AVE,33136
24750 SW 128 AVE,33170
9500 SW 25 DR,33165
16301 SW 148 AVE,33027
4980 SW 64 AVE,33155
7490 SW 152 AVE,33193
9131 FONTAINEBLEAU BLVD,33172
17101 NW 85 AVE,33015
9995 SW 2 TER,33174
6950 SW 24 ST,33155
601 NE 107 ST,33161
1400 SW 85 CT,33144
1611 NW 12 AVE,33136
"1 MIAD LWR E ,SAT E",33142
10509 SW 78 ST,33173
6955 SW 24 ST,33155
4611 SW 12 ST,33135
19601 NE 1 AVE,33179
710 NE 160 ST,32693
15920 SW 143 AVE,33177
12075 SW 152 ST,33177
18110 SW 139 CT,33177
18600 NW 87 AVE,33015
24750 SW 128 AVE,33170
3000 SW 87 AVE,33165
6401 KENDALE LAKES DR,33183
3440 SW 72 AVE,33155
19664 SW 324 ST,33030
601 NE 107 ST,33161
14604 SW 56 TER,33175
4560 SW 71 AVE,33155
11937 SW 38 TER,33175
7923 FISHER ISLAND DR 7923,33109
9100 SW 112 ST,33176
10764 SW 110 TER,33176
23750 SW 123 AVE,33032
6950 SW 24 ST,33155
11850 SW 64 ST,33183
9500 SW 25 DR,33165
1 MIAD CC E SAT 4 FLOOR,33142
13731 S BISCAYNE RIVER DR,33161
9131 FONTAINEBLEAU BLVD,33172
24750 SW 128 AVE,33170
11160 NW 25 AVE,33167
7920 SW 58 ST,33143
11441 SW 225 ST,33170
1611 NW 12 AVE,33136
3111 SW 117 AVE,33175
7470 SW 152 AVE,33193
7130 SW 64 ST,33143
18600 NW 87 AVE,33015
10954 SW 158 TER,33157
20521 SW 116 RD,33189
7100 NW 36 AVE,33147
5420 SW 157 AVE 4,33185
9979 SW 26 TER,33165
11820 SW 77 TER,33183
24750 SW 128 AVE,33170
5550 NW 179 TER,33055
16700 SW 160 ST,33187
23750 SW 123 AVE,33032
2400 NE 197 ST,33180
9500 SW 25 DR,33165
6950 SW 24 ST,33155
16556 SW 76 ST,34481
1611 NW 12 AVE,33136
10245 NW 9 STREET CIR 105-9,
6955 SW 24 ST,33155
30605 SW 192 CT,33030
601 NE 107 ST,33161
32205 SW 197 AVE,33030
1611 NW 12 AVE,33136
4611 SW 12 ST,33135
601 NE 107 ST,33161
13471 SW 99 TER,33186
"1 MIAD LWR E ,SAT E",33142
15725 SW 72 ST 140,33193
3399 NW 72 AVE 125,33122
6950 SW 24 ST,33155
7130 SW 64 ST,33143
14685 DUNBAR DR,33176
6955 SW 24 ST,33155
27000 S DIXIE HWY,33032
18400 NW 67 AVE,33015
18600 NW 87 AVE,33015
2750 SW 27 TER 108,33133
24750 SW 128 AVE,33170
3000 SW 87 AVE,33165
1400 SW 85 CT,33144
14604 SW 56 TER,33175
675 NW 85 CT,33126
13550 SW 102 LN,33186
24750 SW 128 AVE,33170
7749 NW 9 AVE,33150
8940 SW 88 ST 4TH FLOOR,33176
6035 SW 87 AVE,33173
12315 NW 18 PL,32606
2500 SW 107 AVE 3536,33165
1 MIAD CC E SAT 4 FLOOR,33142
15532 SW 71 ST,33193
18651 SW 136 AVE,33196
7100 NW 36 AVE,33147
7470 SW 152 AVE,33193
6950 SW 24 ST,33155
1300 NE 209 TER,33179
17917 SW 359 TER,33034
24750 SW 128 AVE,33170
14031 SW 145 TER,33186
10954 SW 158 TER,33157
6955 SW 24 ST,33155
4231 SW 11 ST,33317
511 NW 105 ST,33150
12735 SW 193 TER,33177
11820 SW 77 TER,33183
601 NE 107 ST,33161
601 NE 107 ST,33161
4611 SW 12 ST,33135
1611 NW 12 AVE,33136
7435 SW 153 CT 105-6,33193
9500 SW 25 DR,33165
26350 BUSWAY,
7929 NW 12 CT,33147
"1 MIAD LWR E ,SAT E",33142
7750 SW 31 ST,34481
9850 SW 73 ST,33173
1400 SW 85 CT,33144
1611 NW 12 AVE,33136
2550 SW 114 AVE,33025
18600 NW 87 AVE,33015
8940 SW 88 ST 4TH FLOOR,33176
7930 SW 58 ST,33143
1036 NE 203 LN,33179
9500 SW 25 DR,33165
10134 NW 5 TER,33172
1611 NW 12 AVE,33136
2550 SW 114 AVE,33025
18600 NW 87 AVE,33015
8940 SW 88 ST 4TH FLOOR,33176
