date,permit_number,sequence_number,input_order,inspection_type,address,permit,result,inspector,result_clean,inspection_clean,zip
2025-06-05,2025036944,1,82,FINAL,9361 SW 51 TER,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2025029532,1,78,FINAL,12001 SW 72 ST,ROOF,NOT INSPECTED,Russell Van  Baush,OTHER,Final,33183
2025-06-05,2025033028,2,14,GROUND ROUGH,1 OPF 4101 NW 145 ST,PLUM,NOT INSPECTED,Alexander Blanco,OTHER,Rough/Structural,33054
2025-06-05,2023053483,1,2,FINAL,15601 SW 288 ST BLDG D,ELEC,NOT INSPECTED,Rey Rubio,OTHER,Final,33033
2025-06-05,2025039839,6,97,BEFORE ANCHOR SHEET IS COVERED,9110 SW 25 ST,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Pre-Construction/Anchors,33165
2025-06-05,2025011134,11,22,BUCK AND FASTENER,13829 SW 84 ST 506,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Pre-Construction/Anchors,33143
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2020070002,17,100,FINAL,12444 SW 99 AVE,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Final,33176
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023048370,2,87,FINAL,4900 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025047781,4,16,WORK WITH,20695 SW 162 AVE,ELEC,NOT INSPECTED,Rey Rubio,OTHER,Temporary/Test,33187
2025-06-05,2025025803,5,61,FINAL,1210 NE 205 TER,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33179
2025-06-05,2025043410,1,103,BEFORE ANCHOR SHEET IS COVERED,8660 NW 5TH TER,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Pre-Construction/Anchors,33126
2025-06-05,2025044814,8,3,BUCK AND FASTENER,8460 SW 154 CIRCLE CT 133,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Pre-Construction/Anchors,33193
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024072136,3,72,FINAL,10715 SW 190 ST 2,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Final,33157
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025037748,2,28,TIME OF INSTALLATION,10741 SW 168 ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33157
2025-06-05,2023046075,1,88,FINAL,4800 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2024071997,3,95,FINAL,2780 SW 87 AVE,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025043913,5,123,FINAL,19821 NE 19 AVE,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Final,33179
2025-06-05,2021014660,2,59,FINAL,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33180
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025042573,6,117,TIME OF INSTALLATION,1341 NW 134 ST,ROOF,NOT INSPECTED,Vincent Carr,OTHER,Pre-Construction/Anchors,33167
2025-06-05,2025010459,2,14,FINAL,8105 SW 98 CT,PLUM,NOT INSPECTED,Barnette  K Gunn,OTHER,Final,33173
2025-06-05,2025021647,5,216,FINAL,2451 NE 199 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33180
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025027436,9,5,FINAL,13235 SW 188 TER,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Final,33177
2025-06-05,2025044227,3,137,TILE PLACING (INTERMEDIATE),13414 SW 118 PSGE,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Framing/Drywall,33186
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2023048370,2,87,FINAL,4900 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025016261,15,102,TIE BEAM/REINFORCING,8771 SW 133 ST,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Slab/Foundation,33176
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025049297,17,68,ROUGH/SLAB,8775 SW 96 ST,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Rough/Structural,34481
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025025356,3,13,FINAL,6624 SW 69 AVE,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Final,33143
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025037691,2,13,ROUGH,13244 SW 190 TER,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,34432
2025-06-05,2024068538,6,16,ROUGH,24750 SW 128 AVE,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Rough/Structural,33170
2025-06-05,2025025157,10,211,SLAB,170 NW 162 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Slab/Foundation,33169
2025-06-05,2025036073,5,66,FINAL,19691 NW 82 CT,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33015
2025-06-05,2025044017,12,98,FINAL,3000 SW 80 AVE,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,34481
2025-06-05,2025043028,1,20,FINAL,14322 SW 110 AVE,PLUM,NOT INSPECTED,Lazaro Chavez,OTHER,Final,33176
2025-06-05,2025045883,7,56,BEFORE ANCHOR SHEET IS COVERED,11432 SW 151 PATH,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Pre-Construction/Anchors,33196
2025-06-05,2025033858,1,147,BEFORE ANCHOR SHEET IS COVERED,5770 SW 153 CT,ROOF,CANCELLATION BY INTERNET,Russell Van  Baush,CANCELLED,Pre-Construction/Anchors,33193
2025-06-05,2025046965,3,104,BEFORE ANCHOR SHEET IS COVERED,8630 NW 5 TER,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Pre-Construction/Anchors,33126
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025039329,3,29,TIME OF INSTALLATION,16413 SW 111 AVE,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,34432
2025-06-05,2025043913,6,124,BEFORE ANCHOR SHEET IS COVERED,19821 NE 19 AVE,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Pre-Construction/Anchors,33179
2025-06-05,2025043857,10,14,BEFORE ANCHOR SHEET IS COVERED,7975 SW 73 AVE,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,33143
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025044049,2,7,TILE PLACING (INTERMEDIATE),13311 SW 233 TER,ROOF,NOT INSPECTED,Felix Gonzalez,OTHER,Framing/Drywall,33032
2025-06-05,2025037533,5,4,ROUGH,35708 SW 178 CT,MECH,NOT INSPECTED,Mario Fontela  Jr,OTHER,Rough/Structural,33030
2025-06-05,2023073564,1,113,FINAL,8249 NW 70 ST,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Final,33166
2025-06-05,2025034621,5,46,FRAMING/FIRE STOPPING WINDOWS,13257 SW 190 TER,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Framing/Drywall,34432
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025046229,2,24,FINAL,13085 SW 104 TER,PLUM,NOT INSPECTED,Lazaro Chavez,OTHER,Final,33186
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023048370,2,87,FINAL,4900 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025046568,5,14,BUCK AND FASTENER,13412 SW 62 ST 113-M,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Pre-Construction/Anchors,33183
2025-06-05,2025020707,1,33,FINAL,9954 SW 165 TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2025035206,6,102,FINAL,2770 NW 79 ST,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Final,33147
2025-06-05,2025045720,7,125,TIME OF INSTALLATION,130 NE 192 ST,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Pre-Construction/Anchors,32113
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025046229,2,24,FINAL,13085 SW 104 TER,PLUM,NOT INSPECTED,Lazaro Chavez,OTHER,Final,33186
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023048370,2,87,FINAL,4900 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025000288,1,44,ROUGH,17630 NE 8 CT,MECH,NOT INSPECTED,Eusebio Aguilar-Godoy,OTHER,Rough/Structural,33162
2025-06-05,2025020707,1,33,FINAL,9954 SW 165 TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2025022574,2,9,FINAL,10473 SW 78 ST,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Final,33173
2025-06-05,2025045720,8,126,BEFORE ANCHOR SHEET IS COVERED,130 NE 192 ST,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Pre-Construction/Anchors,32113
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2020064195,2,59,FINAL,10551 SW 161 AVE,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Final,33196
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023048370,2,87,FINAL,4900 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025035272,4,2,ROUGH,19495 SW 340 ST,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33034
2025-06-05,2025020707,1,33,FINAL,9954 SW 165 TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2025022574,2,9,FINAL,10473 SW 78 ST,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Final,33173
2025-06-05,2025045569,4,15,FINAL,12865 SW 66 TERRACE DR,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Final,33314
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025034343,16,8,TIE BEAM/REINFORCING,19680 SW 339 TER,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Slab/Foundation,33035
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023048370,2,87,FINAL,4900 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025035251,2,4,ROUGH,19447 SW 340 ST,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33034
2025-06-05,2025020707,1,33,FINAL,9954 SW 165 TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2025022574,2,9,FINAL,10473 SW 78 ST,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Final,33173
2025-06-05,2025017499,2,38,FINAL,2729 NW 44 ST,MECH,NOT INSPECTED,Eusebio Aguilar-Godoy,OTHER,Final,33309
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025002645,0,1,C/O,7201 NW 27 AVE,ZONE,NOT INSPECTED,Christopher Wilson,OTHER,Occupancy Cert.,33147
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023048370,2,87,FINAL,4900 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025043906,4,129,TIME OF INSTALLATION,21115 NE 5 CT,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Pre-Construction/Anchors,33179
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2025022574,2,9,FINAL,10473 SW 78 ST,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Final,33173
2025-06-05,2025038113,3,42,FINAL,15011 NE 7 CT,MECH,NOT INSPECTED,Eusebio Aguilar-Godoy,OTHER,Final,33161
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2023016980,11,176,TEMPORARY C.O.,2751 NW 84 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33147
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025002496,0,1,C/O,10676 FONTAINEBLEAU BLVD,ZONE,NOT INSPECTED,Leonardo Zelaya,OTHER,Occupancy Cert.,33172
2025-06-05,2023027581,1,103,TEMPORARY C.O.,8400 NW 27 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Final,33147
2025-06-05,2025044334,6,55,ROUGH,1700 NE 191 ST 303,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33179
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2025034351,19,98,BUCK AND FASTENER,11360 SW 131 ST,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Pre-Construction/Anchors,33176
2025-06-05,2024038271,2,32,FINAL,13841 SW 252 ST,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2023048370,2,87,FINAL,4900 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025045421,14,2,TEMPORARY FOR TESTING,13264 SW 188 TER,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Temporary/Test,33177
2025-06-05,2023046075,1,88,FINAL,4800 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025031879,10,21,FINAL,23041 SW 107 AVE,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33170
2025-06-05,2025014265,12,105,FINAL,8225 SW 116 TER,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Final,33156
2025-06-05,2025039329,4,30,BEFORE ANCHOR SHEET IS COVERED,16413 SW 111 AVE,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,34432
2025-06-05,2025049371,18,82,FINAL,10045 SW 51 TER,ELEC,NOT INSPECTED,Elton Suarez,OTHER,Final,33165
2025-06-05,2025034580,2,127,FINAL,100 NE 191 ST,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Final,33179
2025-06-05,2025048054,6,22,FINAL,10121 W JESSAMINE ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2025046025,2,10,BEFORE ANCHOR SHEET IS COVERED,21360 SW 236 ST,ROOF,NOT INSPECTED,Felix Gonzalez,OTHER,Pre-Construction/Anchors,33031
2025-06-05,2025018589,11,41,FOUNDATION/MONOLITHIC SLAB,18668 SW 132 PL,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Slab/Foundation,33186
2025-06-05,2025044701,8,93,FINAL,8140 SW 36 TER,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Final,33155
2025-06-05,2017011888,1,1,FINAL,11501 SW 57 ST,PLUM,NOT INSPECTED,Barnette  K Gunn,OTHER,Final,33330
2025-06-05,2024071997,3,95,FINAL,2780 SW 87 AVE,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025025157,10,211,SLAB,170 NW 162 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Slab/Foundation,33169
2025-06-05,2025038372,1,141,FINAL,4651 SW 153 PL,ROOF,NOT INSPECTED,Russell Van  Baush,OTHER,Final,33185
2025-06-05,2025026518,1,27,FINAL,16931 SW 139 PL,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Final,33177
2025-06-05,2025049345,3,7,FINAL,1 MIA NORTH TERM D FOOD COURT,ELEC,NOT INSPECTED,Robert Cutie,OTHER,Final,33142
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024040661,2,57,FINAL,6401 KENDALE LAKES DR,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Final,33183
2025-06-05,2025028731,1,8,FINAL,23340 SW 133 CT,ROOF,NOT INSPECTED,Felix Gonzalez,OTHER,Final,33033
2025-06-05,2023044939,3,52,BEFORE ANCHOR SHEET IS COVERED,13600 SW 128 ST,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Pre-Construction/Anchors,33186
2025-06-05,2025040240,2,191,FRAMING/FIRE STOPPING WINDOWS,7940 NW 174 TER,BLDG,NOT INSPECTED,Hugo Morales,OTHER,Framing/Drywall,33015
2025-06-05,2025014577,6,8,FRAMING/FIRE STOPPING WINDOWS,8770 MILLS DR,BLDG,NOT INSPECTED,Felix Barrios,OTHER,Framing/Drywall,33183
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025038091,7,54,FINAL ZONING,15725 SW 72 ST 168,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Final,33193
2025-06-05,2025002306,0,1,C/O,1101 NW 57 AVE,ZONE,NOT INSPECTED,Leonardo Zelaya,OTHER,Occupancy Cert.,33126
2025-06-05,2025033858,1,147,BEFORE ANCHOR SHEET IS COVERED,5770 SW 153 CT,ROOF,CANCELLATION BY INTERNET,Russell Van  Baush,CANCELLED,Pre-Construction/Anchors,33193
2025-06-05,2024072430,1,12,ROUGH,20291 SW 110 CT,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33189
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025044348,6,10,FINAL,7035 SW 87 CT,BLDG,NOT INSPECTED,Felix Barrios,OTHER,Final,33173
2025-06-05,2024017511,1,171,LATHING/FIREWALL/DRYWALL INSPE,1611 NW 12 AVE,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33136
2025-06-05,2025049248,12,5,BEFORE ANCHOR SHEET IS COVERED,11541 SW 83 TER,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,34481
2025-06-05,2025002642,0,1,C/O,13155 SW 134 ST UNIT #118,ZONE,NOT INSPECTED,Harold Arencibia,OTHER,Occupancy Cert.,33186
2025-06-05,2025044520,13,92,TILE PLACING (INTERMEDIATE),10360 SW 24 ST,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Framing/Drywall,33165
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2023046075,1,88,FINAL,4800 FISHER ISLAND DR,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33109
2025-06-05,2025002296,2,14,FINAL,9900 SW 125 AVE,MECH,NOT INSPECTED,Julio Duque,OTHER,Final,33186
2025-06-05,2025031664,1,31,FINAL,5505 BLUE LAGOON DR,MECH,NOT INSPECTED,Eusebio Aguilar-Godoy,OTHER,Final,33126
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025040439,3,2,FINAL,28231 SW 159 AVE,ROOF,NOT INSPECTED,Felix Gonzalez,OTHER,Final,33033
2025-06-05,2021014660,1,60,PRESSURE TEST,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Plumbing/Pool/Service,33180
2025-06-05,2025022574,1,8,BEFORE ANCHOR SHEET IS COVERED,10473 SW 78 ST,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,33173
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2024038271,2,32,FINAL,13841 SW 252 ST,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2024071997,3,95,FINAL,2780 SW 87 AVE,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2025031359,1,9,FINAL,1 MIA FLAMINGO CENTER CORE 3,ELEC,NOT INSPECTED,Robert Cutie,OTHER,Final,
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025043828,2,48,FINAL,50 NW 85 CT,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Final,33126
2025-06-05,2025037817,4,6,BEFORE ANCHOR SHEET IS COVERED,8268 MILLS DR,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,33183
2025-06-05,2025032863,2,132,FINAL,17521 NW 49 AVE,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Final,34482
2025-06-05,2022018665,1,39,FINAL,16580 SW 146 CT,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Final,33177
2025-06-05,2025007258,1,20,FINAL,4231 SW 10 ST,MECH,NOT INSPECTED,Julio Duque,OTHER,Final,33442
2025-06-05,2025044094,9,130,FINAL,1360 NE 148TH ST,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Final,33161
2025-06-05,2025033274,1,21,FINAL,10121 W JESSAMINE ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025010152,3,20,FRAMING/FIRE STOPPING WINDOWS,5890 SW 58 TER,BLDG,NOT INSPECTED,Felix Barrios,OTHER,Framing/Drywall,33143
2025-06-05,2025048054,6,22,FINAL,10121 W JESSAMINE ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025043729,2,84,FINAL,11455 SW 47 TER,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2025044203,1,26,ROUGH,11285 SW 160 CT,PLUM,NOT INSPECTED,Lazaro Chavez,OTHER,Rough/Structural,33196
2025-06-05,2025002603,0,1,C/O,777 NW 72 AVE UNIT #3134,ZONE,NOT INSPECTED,Leonardo Zelaya,OTHER,Occupancy Cert.,33126
